song_dir,prediction,prediction_label,confidence,real_prob,fake_prob
/data/SONICS/ssep_EvalSet/-00LQHKG4kI,1,real,0.99664306640625,0.99664306640625,0.0033569515217095613
/data/SONICS/ssep_EvalSet/-0sQO3HwoRs,1,real,0.9912885427474976,0.9912885427474976,0.008711383678019047
/data/SONICS/ssep_EvalSet/-DdWTeiU6dw,1,real,0.9985619187355042,0.9985619187355042,0.001438135514035821
/data/SONICS/ssep_EvalSet/-N7QW-5snrM,1,real,0.9861246943473816,0.9861246943473816,0.013875309377908707
/data/SONICS/ssep_EvalSet/-NNXv_89OX0,1,real,0.9979292154312134,0.9979292154312134,0.002070826943963766
/data/SONICS/ssep_EvalSet/-NZtpapVHmA,1,real,0.9951325058937073,0.9951325058937073,0.004867417272180319
/data/SONICS/ssep_EvalSet/04WRI-0odjk,1,real,0.9968335032463074,0.9968335032463074,0.003166511654853821
/data/SONICS/ssep_EvalSet/0V8wRr6aIsU,1,real,0.988469660282135,0.988469660282135,0.011530389077961445
/data/SONICS/ssep_EvalSet/0mAKzXKRCL0,1,real,0.9924813508987427,0.9924813508987427,0.007518718484789133
/data/SONICS/ssep_EvalSet/11Nw_Es-erg,1,real,0.99826580286026,0.99826580286026,0.001734208082780242
/data/SONICS/ssep_EvalSet/1Ct6rWj4Sos,1,real,0.9948704242706299,0.9948704242706299,0.005129634402692318
/data/SONICS/ssep_EvalSet/1HujO3vWIMk,1,real,0.9950370192527771,0.9950370192527771,0.004962942097336054
/data/SONICS/ssep_EvalSet/1aQd99zfIRo,1,real,0.9883578419685364,0.9883578419685364,0.011642225086688995
/data/SONICS/ssep_EvalSet/1pljc8Pe63Y,1,real,0.9974241256713867,0.9974241256713867,0.002575881080701947
/data/SONICS/ssep_EvalSet/1rAgFjkvbOs,1,real,0.9551102519035339,0.9551102519035339,0.04488975182175636
/data/SONICS/ssep_EvalSet/1rhq4puGK6M,1,real,0.9956262111663818,0.9956262111663818,0.004373823292553425
/data/SONICS/ssep_EvalSet/1w4lX5lRUvY,1,real,0.9640516638755798,0.9640516638755798,0.03594832494854927
/data/SONICS/ssep_EvalSet/2EqhbumNkOE,1,real,0.997607946395874,0.997607946395874,0.0023920657113194466
/data/SONICS/ssep_EvalSet/2EyeYlPhzLc,1,real,0.9968519806861877,0.9968519806861877,0.0031480705365538597
/data/SONICS/ssep_EvalSet/2MMfquRR4GI,1,real,0.9895715713500977,0.9895715713500977,0.01042845007032156
/data/SONICS/ssep_EvalSet/2W059J3YJZc,1,real,0.995643138885498,0.995643138885498,0.004356845282018185
/data/SONICS/ssep_EvalSet/2ZzUpDlQVzU,1,real,0.9993625283241272,0.9993625283241272,0.0006374341319315135
/data/SONICS/ssep_EvalSet/2akRoGO8PaQ,1,real,0.9907320141792297,0.9907320141792297,0.009268012829124928
/data/SONICS/ssep_EvalSet/2hDRxBpyHbc,1,real,0.996870219707489,0.996870219707489,0.0031297362875193357
/data/SONICS/ssep_EvalSet/2rLwjYdwL68,1,real,0.9933717250823975,0.9933717250823975,0.006628239527344704
/data/SONICS/ssep_EvalSet/2sE1_hQvFQw,1,real,0.9978510141372681,0.9978510141372681,0.00214894930832088
/data/SONICS/ssep_EvalSet/3-OTPB2Vz70,1,real,0.9964756369590759,0.9964756369590759,0.003524340922012925
/data/SONICS/ssep_EvalSet/3AwJEQyqRnM,1,real,0.99703049659729,0.99703049659729,0.0029694451950490475
/data/SONICS/ssep_EvalSet/3CUr0bnDCfM,1,real,0.9973529577255249,0.9973529577255249,0.0026470983866602182
/data/SONICS/ssep_EvalSet/3D8NSSi9uhY,1,real,0.9949592351913452,0.9949592351913452,0.005040702875703573
/data/SONICS/ssep_EvalSet/3XPob6_frcc,1,real,0.9344549775123596,0.9344549775123596,0.06554500013589859
/data/SONICS/ssep_EvalSet/3YV8OLGrcfw,1,real,0.9938190579414368,0.9938190579414368,0.006180981174111366
/data/SONICS/ssep_EvalSet/3ZKyfu2bNfQ,1,real,0.9997040629386902,0.9997040629386902,0.0002959571429528296
/data/SONICS/ssep_EvalSet/3dMSPFKGmAo,1,real,0.9935494065284729,0.9935494065284729,0.006450607907027006
/data/SONICS/ssep_EvalSet/3yHDUM78VrQ,1,real,0.9961530566215515,0.9961530566215515,0.0038468718994408846
/data/SONICS/ssep_EvalSet/3ztNrQAp0Y4,1,real,0.9912039041519165,0.9912039041519165,0.00879612099379301
/data/SONICS/ssep_EvalSet/44D8yeuPJLE,1,real,0.9987257122993469,0.9987257122993469,0.0012743263505399227
/data/SONICS/ssep_EvalSet/44Dwz--ASGI,1,real,0.9868533611297607,0.9868533611297607,0.013146585784852505
/data/SONICS/ssep_EvalSet/4W5g2tU1urM,1,real,0.9977261424064636,0.9977261424064636,0.0022738955449312925
/data/SONICS/ssep_EvalSet/4wRnDa7GdzQ,1,real,0.988863468170166,0.988863468170166,0.011136502958834171
/data/SONICS/ssep_EvalSet/5Jbo_eZUoRM,1,real,0.9967206120491028,0.9967206120491028,0.0032794431317597628
/data/SONICS/ssep_EvalSet/5vwY9aYihEU,1,real,0.9975177049636841,0.9975177049636841,0.0024822766426950693
/data/SONICS/ssep_EvalSet/5wKcUJE4ztQ,1,real,0.9908744096755981,0.9908744096755981,0.00912563782185316
/data/SONICS/ssep_EvalSet/61NOzpbHLOE,1,real,0.9927109479904175,0.9927109479904175,0.0072890776209533215
/data/SONICS/ssep_EvalSet/6DLQwB-_RTU,1,real,0.9951040744781494,0.9951040744781494,0.004895880818367004
/data/SONICS/ssep_EvalSet/6Rb6-1bVA2U,1,real,0.998507559299469,0.998507559299469,0.001492425100877881
/data/SONICS/ssep_EvalSet/6_-G6YvOPpg,1,real,0.9953634738922119,0.9953634738922119,0.004636535421013832
/data/SONICS/ssep_EvalSet/71yNPezW7Ko,1,real,0.9915544390678406,0.9915544390678406,0.008445627987384796
/data/SONICS/ssep_EvalSet/74stsDcAXYI,1,real,0.9946980476379395,0.9946980476379395,0.005301894620060921
/data/SONICS/ssep_EvalSet/7DBB_j7fro8,1,real,0.9941913485527039,0.9941913485527039,0.005808669608086348
/data/SONICS/ssep_EvalSet/7FPlAKE5Jsk,1,real,0.9955920577049255,0.9955920577049255,0.004407976754009724
/data/SONICS/ssep_EvalSet/7I7X2c3zNX0,1,real,0.9936487078666687,0.9936487078666687,0.006351235322654247
/data/SONICS/ssep_EvalSet/7T6OUph9AcU,1,real,0.998504638671875,0.998504638671875,0.0014953383943066
/data/SONICS/ssep_EvalSet/7nseS15h0Y8,1,real,0.9935867786407471,0.9935867786407471,0.006413163151592016
/data/SONICS/ssep_EvalSet/7qvkRmtKx0c,1,real,0.9846641421318054,0.9846641421318054,0.015335820615291595
/data/SONICS/ssep_EvalSet/7tUzhodl_rw,1,real,0.9939613342285156,0.9939613342285156,0.0060386634431779385
/data/SONICS/ssep_EvalSet/80uO7DKu9ck,1,real,0.9964824914932251,0.9964824914932251,0.003517488483339548
/data/SONICS/ssep_EvalSet/87u5Sw553U4,1,real,0.996936559677124,0.996936559677124,0.0030634168069809675
/data/SONICS/ssep_EvalSet/8EeKwJjBavE,1,real,0.9857181310653687,0.9857181310653687,0.01428193412721157
/data/SONICS/ssep_EvalSet/8M8vOor4Z80,1,real,0.9966691136360168,0.9966691136360168,0.0033309145364910364
/data/SONICS/ssep_EvalSet/8O3C6yf0FaI,1,real,0.9937708973884583,0.9937708973884583,0.006229157093912363
/data/SONICS/ssep_EvalSet/8QAa59bMDqQ,1,real,0.9880849719047546,0.9880849719047546,0.011915022507309914
/data/SONICS/ssep_EvalSet/8aclQZse9ZA,1,real,0.9874961376190186,0.9874961376190186,0.01250379253178835
/data/SONICS/ssep_EvalSet/8y6AfQr7HZU,1,real,0.995075523853302,0.995075523853302,0.004924510605633259
/data/SONICS/ssep_EvalSet/95137th6lFw,1,real,0.9983579516410828,0.9983579516410828,0.0016420668689534068
/data/SONICS/ssep_EvalSet/995D_29jJ1M,1,real,0.9988817572593689,0.9988817572593689,0.0011181936133652925
/data/SONICS/ssep_EvalSet/9IW0WStxMmk,1,real,0.9932418465614319,0.9932418465614319,0.00675808684900403
/data/SONICS/ssep_EvalSet/9Obw1eEznec,1,real,0.996271014213562,0.996271014213562,0.0037289573810994625
/data/SONICS/ssep_EvalSet/9VQoSfEDzB0,1,real,0.9867516756057739,0.9867516756057739,0.013248330913484097
/data/SONICS/ssep_EvalSet/9dVq-vq6ors,1,real,0.9934101700782776,0.9934101700782776,0.006589771248400211
/data/SONICS/ssep_EvalSet/9pjj8-KvrRk,1,real,0.9578728675842285,0.9578728675842285,0.04212711378931999
/data/SONICS/ssep_EvalSet/9yzpgTKhyqY,1,real,0.9973887801170349,0.9973887801170349,0.0026112478226423264
/data/SONICS/ssep_EvalSet/A-Pn6JoonZo,1,real,0.9928370118141174,0.9928370118141174,0.007162978406995535
/data/SONICS/ssep_EvalSet/AHapZupKaxI,1,real,0.9945307374000549,0.9945307374000549,0.005469274707138538
/data/SONICS/ssep_EvalSet/AN-6EPkuP_U,1,real,0.995470404624939,0.995470404624939,0.004529616795480251
/data/SONICS/ssep_EvalSet/APk3Qk3fu4U,1,real,0.9975560903549194,0.9975560903549194,0.0024438865948468447
/data/SONICS/ssep_EvalSet/AWACrB7x5uA,1,real,0.9925826787948608,0.9925826787948608,0.007417380344122648
/data/SONICS/ssep_EvalSet/AehqlCYuosE,1,real,0.9940658807754517,0.9940658807754517,0.005934066604822874
/data/SONICS/ssep_EvalSet/B4fhO0raz2s,1,real,0.9933974742889404,0.9933974742889404,0.0066025699488818645
/data/SONICS/ssep_EvalSet/BFi03NwbtVc,1,real,0.9894295334815979,0.9894295334815979,0.010570487938821316
/data/SONICS/ssep_EvalSet/BJN0HvZ3LXo,1,real,0.994213879108429,0.994213879108429,0.005786154884845018
/data/SONICS/ssep_EvalSet/BLg9pxgAS5A,1,real,0.9993550181388855,0.9993550181388855,0.0006449432112276554
/data/SONICS/ssep_EvalSet/BWvZkPqH6Kg,1,real,0.9953272342681885,0.9953272342681885,0.004672730341553688
/data/SONICS/ssep_EvalSet/BiCR8SYLmAY,1,real,0.9969663023948669,0.9969663023948669,0.0030337367206811905
/data/SONICS/ssep_EvalSet/CGNo8nhTRkM,1,real,0.9989245533943176,0.9989245533943176,0.0010754023678600788
/data/SONICS/ssep_EvalSet/CU34ZpzpT8U,1,real,0.994562566280365,0.994562566280365,0.005437496118247509
/data/SONICS/ssep_EvalSet/CafBx4Gwc7c,1,real,0.9937466382980347,0.9937466382980347,0.006253384985029697
/data/SONICS/ssep_EvalSet/CivxQp3o3FU,1,real,0.9991323351860046,0.9991323351860046,0.0008676726138219237
/data/SONICS/ssep_EvalSet/D9sP7Nnh0fw,1,real,0.9886900782585144,0.9886900782585144,0.011309891939163208
/data/SONICS/ssep_EvalSet/DCk8EyEdnQ8,1,real,0.9614614844322205,0.9614614844322205,0.03853849321603775
/data/SONICS/ssep_EvalSet/DGkhwJLdfPM,1,real,0.9895513653755188,0.9895513653755188,0.010448625311255455
/data/SONICS/ssep_EvalSet/DQmVq7IhdPc,1,real,0.9926967024803162,0.9926967024803162,0.007303223479539156
/data/SONICS/ssep_EvalSet/DbBLirAGKyQ,1,real,0.9907140731811523,0.9907140731811523,0.009285965003073215
/data/SONICS/ssep_EvalSet/DqqrnEsEPFo,1,real,0.9940658807754517,0.9940658807754517,0.005934066604822874
/data/SONICS/ssep_EvalSet/DzlxVRD072Y,1,real,0.997285008430481,0.997285008430481,0.0027149852830916643
/data/SONICS/ssep_EvalSet/E2CP8PbRE_8,1,real,0.9936856627464294,0.9936856627464294,0.006314364727586508
/data/SONICS/ssep_EvalSet/EF6FA53aagI,1,real,0.9932418465614319,0.9932418465614319,0.00675808684900403
/data/SONICS/ssep_EvalSet/EF8S5XB-eYs,1,real,0.9957020878791809,0.9957020878791809,0.004297938663512468
/data/SONICS/ssep_EvalSet/EImGvaNb9Ow,1,real,0.995216965675354,0.995216965675354,0.004783010575920343
/data/SONICS/ssep_EvalSet/EjmTMWm4xeQ,1,real,0.9892024397850037,0.9892024397850037,0.01079756673425436
/data/SONICS/ssep_EvalSet/F0GYEj_jhWY,1,real,0.9940312504768372,0.9940312504768372,0.0059687308967113495
/data/SONICS/ssep_EvalSet/F2jgDWCBAfU,1,real,0.991455614566803,0.991455614566803,0.00854433048516512
/data/SONICS/ssep_EvalSet/F3Bw-Cs7wgk,1,real,0.9984899759292603,0.9984899759292603,0.0015099908923730254
/data/SONICS/ssep_EvalSet/F4TYeQT2_4s,1,real,0.9967711567878723,0.9967711567878723,0.0032287640497088432
/data/SONICS/ssep_EvalSet/F5tUQw6ON8Y,1,real,0.9958256483078003,0.9958256483078003,0.004174367059022188
/data/SONICS/ssep_EvalSet/FDARoUs6NEg,1,real,0.9969722032546997,0.9969722032546997,0.0030278353951871395
/data/SONICS/ssep_EvalSet/FIoYopzXHyc,1,real,0.9879462122917175,0.9879462122917175,0.0120537793263793
/data/SONICS/ssep_EvalSet/FJ6EoyW63kM,1,real,0.9879695177078247,0.9879695177078247,0.012030543759465218
/data/SONICS/ssep_EvalSet/Fjjnpeq-2dM,1,real,0.9892648458480835,0.9892648458480835,0.01073516346514225
/data/SONICS/ssep_EvalSet/FnXGvL4fSYs,1,real,0.9892232418060303,0.9892232418060303,0.01077672466635704
/data/SONICS/ssep_EvalSet/FpnKgpjBvUk,1,real,0.9946463704109192,0.9946463704109192,0.005353646818548441
/data/SONICS/ssep_EvalSet/GRue13QOoK0,1,real,0.9952540397644043,0.9952540397644043,0.0047459653578698635
/data/SONICS/ssep_EvalSet/Gc1URQgQWNo,1,real,0.9843664169311523,0.9843664169311523,0.015633562579751015
/data/SONICS/ssep_EvalSet/GgseiZVkZpg,1,real,0.993561863899231,0.993561863899231,0.0064381021074950695
/data/SONICS/ssep_EvalSet/GoSC0H95gps,1,real,0.9975080490112305,0.9975080490112305,0.002491967985406518
/data/SONICS/ssep_EvalSet/H3HaZXYMzzw,1,real,0.997104823589325,0.997104823589325,0.002895213896408677
/data/SONICS/ssep_EvalSet/HAkt3KAuYIE,1,real,0.9989896416664124,0.9989896416664124,0.0010103128151968122
/data/SONICS/ssep_EvalSet/HBC4HySpDoA,1,real,0.9957270622253418,0.9957270622253418,0.004272936377674341
/data/SONICS/ssep_EvalSet/HbmOtHKKOPI,1,real,0.9902915358543396,0.9902915358543396,0.009708477184176445
/data/SONICS/ssep_EvalSet/HmZkX_ynW9o,1,real,0.9959613680839539,0.9959613680839539,0.004038591403514147
/data/SONICS/ssep_EvalSet/HwpCsCVENfY,1,real,0.8935418725013733,0.8935418725013733,0.1064581349492073
/data/SONICS/ssep_EvalSet/I1A05b8pEI4,1,real,0.987616240978241,0.987616240978241,0.012383786030113697
/data/SONICS/ssep_EvalSet/IJlMkFR7QkE,1,real,0.9876639246940613,0.9876639246940613,0.01233610138297081
/data/SONICS/ssep_EvalSet/IRsRt9nvZUk,1,real,0.9972744584083557,0.9972744584083557,0.002725582802668214
/data/SONICS/ssep_EvalSet/IUN7VvEu6GA,1,real,0.9857181310653687,0.9857181310653687,0.01428193412721157
/data/SONICS/ssep_EvalSet/IZ6pMSAMaHs,1,real,0.9986169338226318,0.9986169338226318,0.001383117400109768
/data/SONICS/ssep_EvalSet/JDwG5I6A-68,1,real,0.9961903095245361,0.9961903095245361,0.003809629939496517
/data/SONICS/ssep_EvalSet/JEoG9xp69Qs,1,real,0.9941118359565735,0.9941118359565735,0.005888159386813641
/data/SONICS/ssep_EvalSet/JSJ_mvVOjQs,1,real,0.9987648725509644,0.9987648725509644,0.0012351679615676403
/data/SONICS/ssep_EvalSet/JTyjhNtrfyY,1,real,0.9942474365234375,0.9942474365234375,0.005752545315772295
/data/SONICS/ssep_EvalSet/JcVHA3vE7os,1,real,0.9973374009132385,0.9973374009132385,0.00266261282376945
/data/SONICS/ssep_EvalSet/JcvnvshYA3k,1,real,0.9937100410461426,0.9937100410461426,0.006289901677519083
/data/SONICS/ssep_EvalSet/Jndfd7m_dZg,1,real,0.9809125065803528,0.9809125065803528,0.019087431952357292
/data/SONICS/ssep_EvalSet/JsKNiGmkeig,1,real,0.9904959201812744,0.9904959201812744,0.009504081681370735
/data/SONICS/ssep_EvalSet/JwnRu43CeWY,1,real,0.9934357404708862,0.9934357404708862,0.0065642488189041615
/data/SONICS/ssep_EvalSet/Jz9Mox7L2UM,1,real,0.9836126565933228,0.9836126565933228,0.01638728380203247
/data/SONICS/ssep_EvalSet/K4RqzbDzeaI,1,real,0.8198211789131165,0.8198211789131165,0.18017879128456116
/data/SONICS/ssep_EvalSet/KC7IggptNSQ,1,real,0.9958011507987976,0.9958011507987976,0.004198795184493065
/data/SONICS/ssep_EvalSet/KJfVzOdp5c0,1,real,0.9980770349502563,0.9980770349502563,0.0019229825120419264
/data/SONICS/ssep_EvalSet/KJnm3Vwr_f4,1,real,0.9973836541175842,0.9973836541175842,0.002616339363157749
/data/SONICS/ssep_EvalSet/KMJW3XWcuvE,1,real,0.9930152893066406,0.9930152893066406,0.006984649691730738
/data/SONICS/ssep_EvalSet/KP40o_obSKY,1,real,0.9986489415168762,0.9986489415168762,0.0013511208817362785
/data/SONICS/ssep_EvalSet/KSC_6w0Kp6E,1,real,0.9917002320289612,0.9917002320289612,0.008299686945974827
/data/SONICS/ssep_EvalSet/LAPoyYx5Tp0,1,real,0.9993525147438049,0.9993525147438049,0.0006474657566286623
/data/SONICS/ssep_EvalSet/LJ4ZBlYrL9A,1,real,0.9951984286308289,0.9951984286308289,0.004801641218364239
/data/SONICS/ssep_EvalSet/LNCzZXbLj3k,1,real,0.9967268705368042,0.9967268705368042,0.0032730645034462214
/data/SONICS/ssep_EvalSet/LZaBkLWrkZc,1,real,0.9818056225776672,0.9818056225776672,0.018194368109107018
/data/SONICS/ssep_EvalSet/LcGvGwgKF_s,1,real,0.9976949095726013,0.9976949095726013,0.002305125119164586
/data/SONICS/ssep_EvalSet/LyUInQ7Jobo,1,real,0.9973269701004028,0.9973269701004028,0.0026730059180408716
/data/SONICS/ssep_EvalSet/MBRlvoF0PsA,1,real,0.998498797416687,0.998498797416687,0.0015011822106316686
/data/SONICS/ssep_EvalSet/MBd1f2eWHwo,1,real,0.9973631501197815,0.9973631501197815,0.0026368051767349243
/data/SONICS/ssep_EvalSet/ML0NFgm1sOM,1,real,0.996882438659668,0.996882438659668,0.0031175725162029266
/data/SONICS/ssep_EvalSet/MUImGllgp24,1,real,0.9965503215789795,0.9965503215789795,0.0034496886655688286
/data/SONICS/ssep_EvalSet/MXE_ENHrt3A,1,real,0.9794918298721313,0.9794918298721313,0.020508162677288055
/data/SONICS/ssep_EvalSet/Mm9MT1tc0aA,1,real,0.9941232800483704,0.9941232800483704,0.005876737646758556
/data/SONICS/ssep_EvalSet/MrGg2Jp9P4A,1,real,0.9968457818031311,0.9968457818031311,0.003154205624014139
/data/SONICS/ssep_EvalSet/MwbEzZciDB4,1,real,0.9933330416679382,0.9933330416679382,0.006666931789368391
/data/SONICS/ssep_EvalSet/MyjSVqdutw0,1,real,0.9668827652931213,0.9668827652931213,0.033117230981588364
/data/SONICS/ssep_EvalSet/N3pGvUFZs9I,1,real,0.9866490960121155,0.9866490960121155,0.013350849971175194
/data/SONICS/ssep_EvalSet/NQY1AA6LL_8,1,real,0.9886244535446167,0.9886244535446167,0.011375601403415203
/data/SONICS/ssep_EvalSet/N_oFJuYU8fA,1,real,0.9981067180633545,0.9981067180633545,0.0018932257080450654
/data/SONICS/ssep_EvalSet/NjCpN521g4g,1,real,0.9994319081306458,0.9994319081306458,0.0005680935573764145
/data/SONICS/ssep_EvalSet/NyCgeYAQ6WM,1,real,0.9880620241165161,0.9880620241165161,0.011938040144741535
/data/SONICS/ssep_EvalSet/O0klKwQV0ZM,1,real,0.9965837001800537,0.9965837001800537,0.00341627886518836
/data/SONICS/ssep_EvalSet/OHh3KxPtNYg,1,real,0.9983059167861938,0.9983059167861938,0.0016941032372415066
/data/SONICS/ssep_EvalSet/OKUx1d2Ppz8,1,real,0.9940890073776245,0.9940890073776245,0.005911068990826607
/data/SONICS/ssep_EvalSet/OO6_R2H72V8,1,real,0.9938668608665466,0.9938668608665466,0.0061331759206950665
/data/SONICS/ssep_EvalSet/OqAt1CKCwjw,1,real,0.9823046922683716,0.9823046922683716,0.017695315182209015
/data/SONICS/ssep_EvalSet/OskpFcgFN0Q,1,real,0.9890764951705933,0.9890764951705933,0.010923455469310284
/data/SONICS/ssep_EvalSet/PMtei0rhKbc,1,real,0.9947391152381897,0.9947391152381897,0.005260852165520191
/data/SONICS/ssep_EvalSet/PcYJ3Xzwnlw,1,real,0.9982959628105164,0.9982959628105164,0.0017040417296811938
/data/SONICS/ssep_EvalSet/Peidt5bYKfg,1,real,0.997739315032959,0.997739315032959,0.0022606407292187214
/data/SONICS/ssep_EvalSet/PiYti63Sbvk,1,real,0.997821569442749,0.997821569442749,0.002178466646000743
/data/SONICS/ssep_EvalSet/PmSVKbh7bbA,1,real,0.9841393232345581,0.9841393232345581,0.015860598534345627
/data/SONICS/ssep_EvalSet/PoM713hcOo8,1,real,0.9874961376190186,0.9874961376190186,0.01250379253178835
/data/SONICS/ssep_EvalSet/Pp2ybzNzgjk,1,real,0.997188150882721,0.997188150882721,0.0028118586633354425
/data/SONICS/ssep_EvalSet/Pw2jFYwHmmk,1,real,0.9908213019371033,0.9908213019371033,0.009178773500025272
/data/SONICS/ssep_EvalSet/Q0WAOk78d6U,1,real,0.9923490285873413,0.9923490285873413,0.007651031482964754
/data/SONICS/ssep_EvalSet/Q5ubZfnKAN4,1,real,0.9952999353408813,0.9952999353408813,0.004700060468167067
/data/SONICS/ssep_EvalSet/QJWjKlqxDC4,1,real,0.9907855987548828,0.9907855987548828,0.009214365854859352
/data/SONICS/ssep_EvalSet/QRuEriUOJPc,1,real,0.9960314631462097,0.9960314631462097,0.003968500066548586
/data/SONICS/ssep_EvalSet/QenbfNSSRW8,1,real,0.9899476170539856,0.9899476170539856,0.01005236804485321
/data/SONICS/ssep_EvalSet/QgAn5mALMH4,1,real,0.988558292388916,0.988558292388916,0.011441684328019619
/data/SONICS/ssep_EvalSet/QsLLUacxMc0,1,real,0.9858275651931763,0.9858275651931763,0.014172364957630634
/data/SONICS/ssep_EvalSet/QtYG4X38bdo,1,real,0.9875444173812866,0.9875444173812866,0.01245565339922905
/data/SONICS/ssep_EvalSet/R7DVxHdGMEI,1,real,0.9904959201812744,0.9904959201812744,0.009504081681370735
/data/SONICS/ssep_EvalSet/RQ693mYTN0Q,1,real,0.9994127750396729,0.9994127750396729,0.0005872613983228803
/data/SONICS/ssep_EvalSet/RZCQ9THWZKE,1,real,0.9832789301872253,0.9832789301872253,0.016721144318580627
/data/SONICS/ssep_EvalSet/RZl3Ku2vmhw,1,real,0.9941347241401672,0.9941347241401672,0.005865338258445263
/data/SONICS/ssep_EvalSet/Rk0xl3JOiN0,1,real,0.9992533326148987,0.9992533326148987,0.0007466114475391805
/data/SONICS/ssep_EvalSet/RkacMcljljU,1,real,0.9962855577468872,0.9962855577468872,0.00371447391808033
/data/SONICS/ssep_EvalSet/RlGJFNzSkeM,1,real,0.9986355900764465,0.9986355900764465,0.0013643618440255523
/data/SONICS/ssep_EvalSet/Rmve1SHLoZU,1,real,0.9997703433036804,0.9997703433036804,0.00022960825299378484
/data/SONICS/ssep_EvalSet/S76YWQpIbzU,1,real,0.9876400828361511,0.9876400828361511,0.0123599199578166
/data/SONICS/ssep_EvalSet/SAvQjn3dQ60,1,real,0.9945307374000549,0.9945307374000549,0.005469274707138538
/data/SONICS/ssep_EvalSet/SB06ZatUbk8,1,real,0.9990111589431763,0.9990111589431763,0.0009888596832752228
/data/SONICS/ssep_EvalSet/SBeZilJc09w,1,real,0.9927812218666077,0.9927812218666077,0.007218752056360245
/data/SONICS/ssep_EvalSet/SlHiKmVnxss,1,real,0.9877350926399231,0.9877350926399231,0.012264914810657501
/data/SONICS/ssep_EvalSet/SvJIsFHQpus,1,real,0.9881079792976379,0.9881079792976379,0.011892050504684448
/data/SONICS/ssep_EvalSet/T9IigYGbMn0,1,real,0.9962855577468872,0.9962855577468872,0.00371447391808033
/data/SONICS/ssep_EvalSet/TCm6BiJlGKc,1,real,0.9950562715530396,0.9950562715530396,0.004943688865751028
/data/SONICS/ssep_EvalSet/TFWWeydJTp0,1,real,0.9976171851158142,0.9976171851158142,0.0023827620316296816
